transaction_id,amount,payment_method,failure_reason,customer_age_days,previous_successful_payments,previous_failed_payments,retry_count,time_since_failure_hours,customer_avg_amount,is_subscription,recovered
TXN002751,416.43,UPI,Insufficient Funds,393,19,4,2,4.04,2114.75,0,1
TXN002752,757.25,Card,Insufficient Funds,783,16,4,1,0.98,1820.89,0,1
TXN002753,1900.73,UPI,Insufficient Funds,1018,19,4,0,40.78,1698.21,0,1
TXN002754,395.6,UPI,Insufficient Funds,732,25,1,0,3.75,808.76,0,1
TXN002755,266.21,Net Banking,Expired Card,1160,21,3,0,8.49,1837.84,0,1
TXN002756,1160.69,UPI,Limit Exceeded,29,14,1,2,8.46,2203.93,0,1
TXN002757,238.22,Card,Bank Decline,1209,14,1,2,27.03,1523.34,1,0
TXN002758,340.73,Net Banking,Authentication Failed,407,21,1,0,10.69,423.78,1,1
TXN002759,2166.64,Card,Insufficient Funds,511,22,5,2,8.35,357.63,0,0
TXN002760,912.05,UPI,Bank Decline,927,17,5,2,5.55,1243.01,0,0
TXN002761,3487.49,UPI,Insufficient Funds,1441,12,4,1,13.47,446.81,0,0
TXN002762,370.8,UPI,Network Error,335,11,4,2,2.19,987.42,0,1
TXN002763,1007.72,Card,Bank Decline,477,18,0,3,17.28,2554.38,0,0
TXN002764,1571.25,Card,Network Error,1450,12,5,1,31.2,1340.52,0,1
TXN002765,382.43,UPI,Limit Exceeded,418,19,4,2,47.22,486.15,0,0
TXN002766,2775.5,Wallet,Network Error,760,14,5,3,17.96,485.78,0,1
TXN002767,1736.47,Card,Network Error,35,18,1,0,31.06,2342.04,0,1
TXN002768,257.66,UPI,Authentication Failed,251,26,3,0,4.62,1097.23,0,0
TXN002769,1060.01,Card,Bank Decline,944,20,3,1,12.99,2182.54,1,0
TXN002770,1552.1,Card,Bank Decline,832,23,4,1,6.01,1032.94,0,1
TXN002771,644.81,UPI,Expired Card,1090,15,3,0,151.09,293.07,1,0
TXN002772,289.49,UPI,Network Error,145,9,2,1,8.48,3911.8,0,1
TXN002773,1408.97,Net Banking,Insufficient Funds,363,20,6,2,4.54,969.91,0,0
TXN002774,8023.41,Card,Bank Decline,218,25,1,0,26.62,514.89,0,1
TXN002775,774.11,Card,Bank Decline,1169,16,4,0,11.07,1914.63,1,1
TXN002776,4502.18,Card,Bank Decline,1398,16,4,4,2.44,2315.93,0,1
TXN002777,557.21,UPI,Insufficient Funds,492,22,2,2,27.96,2930.99,0,1
TXN002778,1331.41,UPI,Authentication Failed,1366,23,7,4,11.85,875.84,0,1
TXN002779,2195.95,Card,Limit Exceeded,184,13,0,1,28.01,397.07,0,1
TXN002780,1088.36,UPI,Network Error,519,25,4,1,25.04,1674.55,1,1
TXN002781,838.86,UPI,Expired Card,119,15,4,0,15.2,1422.87,0,1
TXN002782,2108.04,Net Banking,Authentication Failed,289,11,4,0,22.91,624.49,0,1
TXN002783,6016.79,Wallet,Insufficient Funds,1146,12,4,0,34.92,793.25,1,1
TXN002784,1437.31,Net Banking,Bank Decline,550,13,8,0,10.72,761.64,1,0
TXN002785,689.21,Net Banking,Network Error,47,14,5,0,56.28,1523.84,1,1
TXN002786,924.47,UPI,Limit Exceeded,938,11,6,0,3.61,1259.62,0,1
TXN002787,10590.76,Wallet,Insufficient Funds,1197,13,0,0,62.83,1651.01,0,0
TXN002788,1238.2,UPI,Authentication Failed,861,16,1,1,4.78,445.51,0,0
TXN002789,642.28,Wallet,Bank Decline,1251,17,2,1,12.73,1376.49,0,1
TXN002790,391.29,Wallet,Bank Decline,932,18,6,1,11.42,1196.81,0,0
TXN002791,212.02,Card,Bank Decline,319,23,3,0,1.12,4458.8,1,0
TXN002792,1521.16,Wallet,Insufficient Funds,1376,16,7,3,3.81,792.23,0,0
TXN002793,1976.69,Card,Limit Exceeded,477,18,1,2,31.89,924.44,0,1
TXN002794,767.37,UPI,Authentication Failed,1161,14,7,1,5.81,1650.58,0,0
TXN002795,1081.96,Card,Bank Decline,54,15,4,2,0.12,1232.88,0,1
TXN002796,382.44,Card,Authentication Failed,140,19,4,2,31.32,178.93,0,1
TXN002797,1236.0,UPI,Limit Exceeded,525,14,3,0,54.68,664.01,1,1
TXN002798,1691.46,Card,Network Error,1005,16,6,0,13.67,1508.09,1,0
TXN002799,677.46,Wallet,Expired Card,323,23,6,0,16.39,733.06,0,0
TXN002800,5021.12,UPI,Bank Decline,1468,19,5,1,2.16,1318.78,1,1
TXN002801,516.26,Net Banking,Network Error,1465,22,4,1,53.01,2892.85,1,1
TXN002802,1415.35,Net Banking,Insufficient Funds,92,22,3,0,4.29,420.91,1,1
TXN002803,2353.09,Net Banking,Expired Card,1078,21,6,1,14.34,1428.58,1,1
TXN002804,1022.94,Wallet,Insufficient Funds,1016,17,2,2,60.39,622.28,0,1
TXN002805,925.53,Card,Limit Exceeded,496,16,4,1,10.68,1581.29,1,0
TXN002806,303.09,Wallet,Limit Exceeded,430,13,4,1,1.76,5850.51,1,1
TXN002807,3720.48,Card,Bank Decline,393,14,1,1,4.36,404.22,0,1
TXN002808,941.14,UPI,Bank Decline,932,17,4,0,1.33,253.9,1,1
TXN002809,1778.68,Card,Network Error,246,20,1,0,9.32,341.18,0,1
TXN002810,2009.11,Card,Network Error,1481,18,4,0,16.01,3675.2,0,1
TXN002811,622.99,UPI,Bank Decline,264,15,2,1,10.73,365.07,0,0
TXN002812,918.02,Card,Network Error,50,15,9,1,7.6,748.02,1,1
TXN002813,3644.72,Card,Bank Decline,1198,8,3,0,3.27,1830.2,0,1
TXN002814,401.22,UPI,Insufficient Funds,1221,16,3,0,21.6,1399.79,0,1
TXN002815,7443.72,Card,Insufficient Funds,670,21,6,4,60.3,817.72,0,0
TXN002816,560.94,Net Banking,Insufficient Funds,1306,20,6,0,7.22,1229.28,1,1
TXN002817,379.34,Card,Limit Exceeded,1013,16,8,1,13.25,1825.66,1,1
TXN002818,1235.31,UPI,Authentication Failed,1399,22,3,1,3.25,883.99,0,1
TXN002819,8002.53,UPI,Bank Decline,1336,17,7,0,1.39,891.59,0,1
TXN002820,196.4,UPI,Network Error,760,18,3,0,3.29,1391.37,0,1
TXN002821,965.92,Net Banking,Insufficient Funds,111,15,6,2,1.74,2963.6,0,1
TXN002822,1683.51,UPI,Network Error,960,27,6,1,17.27,810.77,0,1
TXN002823,1130.35,Card,Insufficient Funds,933,13,4,0,19.17,724.07,0,1
TXN002824,1546.47,UPI,Network Error,1451,14,4,0,117.84,1330.59,0,0
TXN002825,574.66,UPI,Authentication Failed,1379,14,2,0,86.33,872.63,0,0
TXN002826,639.22,Net Banking,Insufficient Funds,960,21,4,1,10.5,1148.14,0,0
TXN002827,959.51,Card,Limit Exceeded,1349,21,2,0,4.69,1320.97,1,1
TXN002828,396.67,UPI,Insufficient Funds,1450,11,1,2,12.14,255.66,0,0
TXN002829,1053.4,Card,Bank Decline,701,21,1,0,41.03,358.85,1,1
TXN002830,772.88,UPI,Insufficient Funds,63,23,7,1,20.62,393.12,0,1
TXN002831,718.35,Card,Bank Decline,246,26,11,0,17.37,1052.36,1,0
TXN002832,1463.31,Card,Insufficient Funds,987,19,2,0,21.42,576.33,1,1
TXN002833,213.02,UPI,Bank Decline,433,23,2,0,2.98,1515.84,1,0
TXN002834,892.31,UPI,Bank Decline,623,14,1,0,8.64,1985.85,1,0
TXN002835,8827.42,UPI,Bank Decline,583,14,2,0,3.85,1245.56,0,1
TXN002836,412.61,Net Banking,Expired Card,1008,13,3,3,53.66,5782.41,0,0
TXN002837,3487.53,Wallet,Authentication Failed,146,12,0,0,3.9,1654.88,0,1
TXN002838,1151.93,UPI,Bank Decline,68,19,3,2,3.61,1069.82,1,1
TXN002839,637.36,Card,Insufficient Funds,158,16,3,1,42.62,1547.25,1,1
TXN002840,334.09,UPI,Bank Decline,136,19,5,0,53.62,947.64,1,1
TXN002841,1243.54,UPI,Authentication Failed,437,20,6,1,22.42,1549.75,1,1
TXN002842,4056.43,Card,Network Error,1470,18,5,0,116.85,1124.0,0,0
TXN002843,772.56,Net Banking,Bank Decline,1242,8,3,2,0.93,182.86,0,1
TXN002844,1019.57,Wallet,Insufficient Funds,406,16,3,1,22.88,1519.73,0,0
TXN002845,2722.58,Card,Bank Decline,680,14,4,2,3.73,1252.73,0,0
TXN002846,1490.38,UPI,Bank Decline,547,18,1,1,8.5,1416.38,0,0
TXN002847,266.39,Net Banking,Authentication Failed,188,21,5,0,6.27,3054.48,0,1
TXN002848,1198.71,UPI,Authentication Failed,1081,20,5,4,36.59,2189.56,1,0
TXN002849,4277.02,Card,Insufficient Funds,532,19,4,1,2.25,842.57,1,1
TXN002850,1060.77,UPI,Network Error,356,26,7,3,6.65,676.13,0,0
TXN002851,93.01,Card,Bank Decline,1088,22,4,0,25.42,929.98,0,1
TXN002852,1555.25,UPI,Bank Decline,425,19,3,0,24.83,1391.88,0,0
TXN002853,917.26,UPI,Authentication Failed,1167,13,2,4,14.03,466.71,0,1
TXN002854,211.41,Net Banking,Network Error,646,13,6,2,30.18,839.26,0,1
TXN002855,241.95,UPI,Bank Decline,43,12,4,2,1.6,1127.72,0,0
TXN002856,2637.53,Card,Insufficient Funds,500,22,6,0,0.09,360.01,0,1
TXN002857,567.28,UPI,Limit Exceeded,365,21,6,1,1.96,418.02,1,1
TXN002858,484.57,UPI,Network Error,1115,15,3,0,30.7,1166.27,0,1
TXN002859,1062.02,UPI,Bank Decline,657,15,5,1,12.32,830.04,1,0
TXN002860,614.14,UPI,Insufficient Funds,545,16,4,4,8.73,1986.85,0,1
TXN002861,1199.96,Net Banking,Bank Decline,350,21,3,0,4.81,1879.94,0,1
TXN002862,913.75,UPI,Authentication Failed,751,27,2,1,2.5,929.88,0,0
TXN002863,372.41,Wallet,Network Error,177,20,3,0,15.59,434.95,0,0
TXN002864,692.23,Card,Bank Decline,872,15,6,0,18.41,874.31,0,1
TXN002865,1633.5,Card,Network Error,26,22,3,3,0.92,1291.22,0,1
TXN002866,1138.8,Card,Limit Exceeded,309,11,3,0,1.36,729.75,1,0
TXN002867,1018.67,Card,Bank Decline,782,21,4,4,23.47,1565.34,0,0
TXN002868,6270.72,Card,Insufficient Funds,1003,22,2,1,10.28,757.69,0,0
TXN002869,2117.38,UPI,Network Error,1227,16,1,0,6.85,1112.16,1,1
TXN002870,2361.84,UPI,Expired Card,333,18,5,1,11.89,2071.4,0,1
TXN002871,944.47,Net Banking,Expired Card,582,14,1,0,3.9,677.12,0,1
TXN002872,1336.93,Net Banking,Authentication Failed,1042,18,3,0,0.47,1206.33,0,1
TXN002873,743.98,Net Banking,Bank Decline,367,15,3,0,7.7,1673.52,0,0
TXN002874,2207.89,UPI,Insufficient Funds,778,18,3,0,7.12,1290.38,0,1
TXN002875,992.91,Net Banking,Authentication Failed,302,18,0,1,9.27,2111.15,0,0
TXN002876,1339.62,Card,Bank Decline,1433,15,4,0,12.62,772.88,1,1
TXN002877,1267.18,Card,Network Error,1468,20,5,2,28.98,1000.6,1,0
TXN002878,1078.85,UPI,Expired Card,775,24,0,0,42.38,590.35,0,1
TXN002879,15434.63,Card,Network Error,1405,16,3,2,3.52,714.43,0,1
TXN002880,601.87,UPI,Insufficient Funds,765,17,5,0,9.12,566.32,1,1
TXN002881,596.97,UPI,Limit Exceeded,659,20,0,0,0.43,645.94,0,0
TXN002882,2048.14,Net Banking,Limit Exceeded,824,15,3,0,18.69,1171.63,0,1
TXN002883,641.85,UPI,Network Error,699,18,3,2,7.7,343.74,1,1
TXN002884,843.65,UPI,Network Error,506,14,5,4,10.17,699.48,1,1
TXN002885,412.5,UPI,Insufficient Funds,1456,26,5,0,1.24,1329.05,1,1
TXN002886,1706.85,Net Banking,Insufficient Funds,1074,20,6,1,33.35,1394.43,0,1
TXN002887,1726.47,Card,Bank Decline,1139,25,5,1,23.73,973.79,1,1
TXN002888,825.78,UPI,Bank Decline,1128,20,6,0,3.18,1378.52,0,0
TXN002889,2086.69,Net Banking,Authentication Failed,1475,15,5,0,0.1,1483.43,0,0
TXN002890,205.96,Net Banking,Limit Exceeded,1111,18,7,0,2.24,1474.01,0,1
TXN002891,580.47,UPI,Expired Card,1248,11,6,3,12.16,1097.18,0,0
TXN002892,941.07,Card,Network Error,155,15,2,1,30.09,562.75,1,1
TXN002893,381.82,Net Banking,Insufficient Funds,953,25,4,0,22.89,1237.56,0,1
TXN002894,227.27,Card,Authentication Failed,1106,20,5,3,18.31,4410.07,1,0
TXN002895,831.22,UPI,Bank Decline,570,13,3,0,28.87,1986.62,0,1
TXN002896,2048.0,Net Banking,Insufficient Funds,69,22,4,1,12.9,1659.33,0,1
TXN002897,3476.9,Card,Network Error,400,13,5,0,19.71,3321.78,1,1
TXN002898,670.11,UPI,Authentication Failed,1397,16,3,2,32.42,1066.43,0,0
TXN002899,2121.53,Card,Authentication Failed,1285,22,3,1,14.55,881.99,0,0
TXN002900,1944.75,UPI,Insufficient Funds,65,20,3,1,16.74,539.56,0,0
TXN002901,3283.77,UPI,Authentication Failed,526,17,4,1,17.52,776.17,0,1
TXN002902,800.17,Card,Bank Decline,825,13,4,0,47.65,814.23,0,1
TXN002903,217.32,UPI,Insufficient Funds,395,22,4,3,10.92,2659.52,0,0
TXN002904,1168.14,UPI,Limit Exceeded,594,24,5,0,1.71,225.19,1,1
TXN002905,440.36,Card,Authentication Failed,1456,19,3,2,36.83,827.5,0,0
TXN002906,571.83,UPI,Network Error,1020,9,5,0,1.04,552.37,0,1
TXN002907,836.23,Wallet,Network Error,642,19,4,0,0.85,635.14,1,1
TXN002908,808.33,UPI,Limit Exceeded,530,12,7,1,3.91,1219.86,0,1
TXN002909,1245.64,UPI,Limit Exceeded,286,14,1,0,1.37,525.2,0,1
TXN002910,2064.91,UPI,Authentication Failed,1075,16,2,0,13.28,624.2,1,1
TXN002911,787.64,UPI,Network Error,571,23,4,1,37.58,658.02,1,1
TXN002912,1565.76,UPI,Authentication Failed,1211,14,3,0,5.04,1536.76,0,0
TXN002913,1111.35,Card,Authentication Failed,1431,15,4,0,0.93,287.53,0,0
TXN002914,2545.15,Wallet,Insufficient Funds,1404,22,4,1,5.23,1046.24,0,1
TXN002915,925.44,UPI,Limit Exceeded,240,22,4,1,6.17,1134.05,0,1
TXN002916,1021.44,Card,Network Error,192,15,3,0,36.16,2269.37,0,0
TXN002917,782.93,Card,Bank Decline,811,21,8,1,19.28,1462.55,0,1
TXN002918,947.64,Net Banking,Network Error,81,16,4,2,2.89,1788.05,1,1
TXN002919,541.78,Card,Insufficient Funds,944,23,5,0,6.15,1615.95,0,0
TXN002920,495.55,UPI,Network Error,716,15,4,3,17.89,587.19,1,0
TXN002921,2204.35,UPI,Authentication Failed,239,16,2,0,0.99,459.31,1,1
TXN002922,413.69,Card,Insufficient Funds,1198,12,0,1,20.46,1406.56,0,0
TXN002923,822.87,Net Banking,Bank Decline,541,19,7,3,37.32,1086.42,1,0
TXN002924,2734.79,UPI,Authentication Failed,1437,16,3,0,36.34,1333.01,0,0
TXN002925,798.37,UPI,Bank Decline,1260,15,4,1,1.1,2389.19,0,1
TXN002926,2312.0,Net Banking,Bank Decline,902,16,4,0,29.75,1111.05,0,0
TXN002927,644.23,Net Banking,Bank Decline,978,18,4,1,12.53,709.32,0,1
TXN002928,425.79,Wallet,Network Error,653,18,2,1,12.49,1258.85,0,1
TXN002929,261.04,Card,Expired Card,299,15,2,1,15.54,918.06,1,1
TXN002930,3574.04,UPI,Limit Exceeded,1430,14,1,0,9.45,3850.11,1,1
TXN002931,394.18,Card,Bank Decline,44,16,4,0,22.54,4662.26,1,1
TXN002932,2148.38,Card,Limit Exceeded,1262,21,2,0,7.0,1121.14,0,1
TXN002933,445.88,UPI,Network Error,174,11,4,0,24.75,938.36,0,0
TXN002934,3589.06,Card,Bank Decline,1315,18,3,0,46.91,1776.01,1,1
TXN002935,7991.27,Card,Expired Card,109,22,3,2,2.47,2192.8,1,1
TXN002936,240.36,UPI,Expired Card,151,25,5,1,10.6,1333.56,1,1
TXN002937,413.11,Net Banking,Network Error,761,17,4,0,0.34,659.44,0,1
TXN002938,2199.13,Card,Insufficient Funds,666,21,6,1,10.45,852.55,0,1
TXN002939,1740.17,Wallet,Insufficient Funds,372,19,4,1,10.35,968.66,0,0
TXN002940,2206.65,UPI,Bank Decline,159,18,1,0,23.34,951.84,0,1
TXN002941,654.34,UPI,Bank Decline,834,18,5,1,7.88,404.61,0,0
TXN002942,6560.23,Card,Expired Card,428,18,3,3,39.2,2098.37,1,1
TXN002943,1219.56,UPI,Insufficient Funds,325,16,5,2,9.16,2846.4,1,1
TXN002944,366.77,Card,Limit Exceeded,491,20,5,4,14.48,1334.27,0,0
TXN002945,873.2,Card,Bank Decline,89,20,4,0,5.41,1831.08,1,0
TXN002946,371.22,UPI,Bank Decline,1318,13,0,1,3.05,1248.99,0,1
TXN002947,4590.97,Card,Network Error,1298,19,4,0,19.3,697.27,1,0
TXN002948,605.29,Card,Insufficient Funds,85,14,1,4,9.83,1080.74,0,1
TXN002949,1708.27,UPI,Authentication Failed,1406,16,5,0,17.29,500.15,1,1
TXN002950,717.95,Net Banking,Insufficient Funds,157,15,6,3,16.89,2040.36,0,0
TXN002951,630.27,Net Banking,Bank Decline,762,17,4,1,12.09,3840.1,1,0
TXN002952,196.52,Card,Limit Exceeded,736,15,7,2,6.47,512.08,1,0
TXN002953,1878.74,Card,Network Error,21,23,2,3,3.95,1476.41,0,0
TXN002954,3530.74,Card,Bank Decline,107,14,5,0,3.62,3518.97,0,0
TXN002955,480.89,Net Banking,Bank Decline,786,18,4,2,13.87,1097.08,0,1
TXN002956,272.95,Card,Expired Card,1418,22,6,3,6.34,2957.5,1,0
TXN002957,2259.69,Card,Authentication Failed,1065,26,3,1,14.74,2925.56,1,1
TXN002958,249.23,Net Banking,Authentication Failed,357,21,4,1,28.64,790.4,0,0
TXN002959,3286.5,UPI,Bank Decline,963,26,2,0,12.48,328.09,0,1
TXN002960,485.92,Net Banking,Authentication Failed,289,8,5,0,11.47,1421.06,1,1
TXN002961,406.28,UPI,Insufficient Funds,643,12,3,0,53.97,1461.35,0,0
TXN002962,1371.44,UPI,Insufficient Funds,531,22,2,1,8.49,775.49,0,1
TXN002963,430.81,UPI,Limit Exceeded,171,21,1,0,0.54,3237.0,0,1
TXN002964,580.33,Wallet,Insufficient Funds,434,25,3,0,38.42,3151.69,0,1
TXN002965,1508.07,Net Banking,Insufficient Funds,1288,12,2,1,4.58,4599.54,0,0
TXN002966,123.2,Card,Bank Decline,940,16,6,1,16.38,1283.18,0,1
TXN002967,4808.68,Card,Bank Decline,449,17,7,1,49.94,945.13,0,0
TXN002968,1140.56,Card,Limit Exceeded,632,20,1,1,24.58,1587.37,0,1
TXN002969,342.52,Net Banking,Network Error,1150,16,1,0,32.31,2440.54,1,1
TXN002970,438.99,Card,Bank Decline,75,19,5,0,9.91,1607.59,0,1
TXN002971,2677.08,UPI,Network Error,280,22,7,1,11.06,1678.87,0,0
TXN002972,1883.61,UPI,Authentication Failed,566,21,2,1,1.1,639.43,0,1
TXN002973,3820.37,Net Banking,Limit Exceeded,855,23,4,0,19.88,2208.91,0,1
TXN002974,593.2,Card,Bank Decline,1352,16,1,1,24.54,860.23,1,1
TXN002975,1432.14,UPI,Authentication Failed,1392,19,3,0,13.58,2155.01,0,1
TXN002976,1609.87,UPI,Expired Card,576,17,2,0,34.48,535.1,0,1
TXN002977,2050.3,Net Banking,Insufficient Funds,596,17,5,0,2.09,3235.98,0,1
TXN002978,3024.66,UPI,Insufficient Funds,505,20,5,1,1.66,1148.37,1,1
TXN002979,575.05,Card,Insufficient Funds,210,18,1,3,2.49,957.08,0,1
TXN002980,989.55,Wallet,Expired Card,781,18,5,2,35.77,1227.02,0,1
TXN002981,633.25,Card,Insufficient Funds,1139,17,7,0,3.72,614.95,0,1
TXN002982,1045.92,UPI,Network Error,1295,20,3,0,1.35,623.06,0,0
TXN002983,2056.15,Card,Insufficient Funds,394,12,8,0,28.39,422.64,1,1
TXN002984,247.49,Net Banking,Authentication Failed,422,24,4,2,21.55,1335.87,0,0
TXN002985,2976.29,Card,Bank Decline,907,17,5,2,3.13,2454.8,0,1
TXN002986,393.36,Wallet,Authentication Failed,318,28,5,4,25.94,1287.08,1,1
TXN002987,831.61,UPI,Authentication Failed,258,11,7,1,6.28,1455.73,1,0
TXN002988,3359.5,Card,Insufficient Funds,1418,21,4,0,0.54,572.58,1,1
TXN002989,1473.22,Card,Bank Decline,209,14,6,3,0.64,1195.24,0,0
TXN002990,1488.58,Net Banking,Insufficient Funds,116,18,6,0,2.32,1006.1,1,1
TXN002991,378.96,UPI,Authentication Failed,88,13,5,2,30.8,1587.51,0,1
TXN002992,428.51,Net Banking,Network Error,775,12,3,1,9.12,439.06,0,0
TXN002993,2558.38,Card,Insufficient Funds,199,15,5,4,8.54,856.15,0,0
TXN002994,645.34,UPI,Insufficient Funds,145,12,6,0,28.38,1213.61,0,1
TXN002995,702.45,UPI,Bank Decline,227,23,3,1,18.71,470.42,1,1
TXN002996,2611.18,Net Banking,Authentication Failed,1219,21,2,0,38.52,1841.24,1,1
TXN002997,426.27,UPI,Expired Card,867,11,4,1,0.45,1458.26,1,0
TXN002998,1397.32,UPI,Authentication Failed,346,13,3,0,3.27,174.82,0,0
TXN002999,1139.81,UPI,Bank Decline,484,18,2,0,34.61,492.78,0,1
TXN003000,1093.99,Net Banking,Insufficient Funds,965,19,8,1,58.17,1189.28,1,0
TXN003001,687.74,Card,Authentication Failed,1452,17,5,0,6.29,4642.37,0,1
TXN003002,650.75,Net Banking,Insufficient Funds,1227,10,5,4,0.67,1592.72,1,1
TXN003003,415.5,UPI,Authentication Failed,819,23,3,0,0.2,149.34,0,1
TXN003004,1693.24,Card,Bank Decline,204,20,2,1,0.53,649.65,0,1
TXN003005,601.04,Card,Insufficient Funds,1354,22,3,0,19.36,1430.23,1,1
TXN003006,2622.47,Net Banking,Expired Card,1290,23,4,0,5.22,438.26,0,0
TXN003007,895.96,Net Banking,Authentication Failed,205,24,7,2,8.34,1795.92,0,1
TXN003008,423.01,UPI,Authentication Failed,822,25,4,3,8.34,1159.11,0,0
TXN003009,885.34,Card,Insufficient Funds,1167,21,6,0,5.13,2769.64,1,0
TXN003010,757.66,UPI,Insufficient Funds,1376,20,2,0,3.57,594.08,1,0
TXN003011,2719.47,Card,Network Error,181,21,3,0,13.3,1674.9,0,1
TXN003012,786.74,UPI,Expired Card,495,17,7,2,1.28,1654.23,0,1
TXN003013,855.26,UPI,Limit Exceeded,1499,20,3,1,11.02,4006.62,0,1
TXN003014,3906.48,UPI,Insufficient Funds,322,16,6,2,9.79,2167.1,0,1
TXN003015,1732.71,Card,Authentication Failed,826,21,1,2,6.18,1193.8,0,0
TXN003016,4897.28,UPI,Expired Card,386,12,7,2,1.54,416.73,1,1
TXN003017,3405.48,Card,Limit Exceeded,448,15,2,1,19.25,654.87,0,1
TXN003018,493.52,UPI,Network Error,871,22,3,0,16.59,1589.33,0,1
TXN003019,2673.0,UPI,Bank Decline,139,29,5,1,24.4,1125.41,1,0
TXN003020,4327.62,Net Banking,Authentication Failed,987,21,2,0,13.67,2241.83,0,0
TXN003021,4356.97,UPI,Network Error,1057,23,5,2,12.87,557.2,0,1
TXN003022,2668.54,Card,Authentication Failed,943,17,2,0,5.03,865.96,0,1
TXN003023,2619.58,Card,Authentication Failed,1287,17,9,1,9.13,2768.52,1,1
TXN003024,835.14,UPI,Expired Card,662,21,2,0,13.83,1329.71,1,1
TXN003025,516.13,UPI,Network Error,1386,17,6,2,1.37,1070.12,1,1
TXN003026,798.72,UPI,Insufficient Funds,242,16,3,0,21.9,302.16,1,1
TXN003027,245.11,Net Banking,Insufficient Funds,995,21,0,4,48.2,764.41,0,1
TXN003028,3672.09,Card,Insufficient Funds,1389,15,3,1,62.86,674.75,1,1
TXN003029,849.83,Card,Insufficient Funds,821,21,2,0,30.09,3034.14,0,1
TXN003030,3505.88,Card,Bank Decline,925,18,4,0,29.82,2619.04,0,0
TXN003031,362.0,UPI,Bank Decline,1301,18,5,4,3.25,1021.3,0,1
TXN003032,2905.5,UPI,Bank Decline,445,21,1,0,7.14,1194.09,0,1
TXN003033,702.47,Card,Bank Decline,594,22,5,1,25.8,1359.55,0,1
TXN003034,345.18,UPI,Insufficient Funds,1341,18,1,0,0.68,1323.5,0,0
TXN003035,4742.91,UPI,Insufficient Funds,1247,13,1,0,1.55,1215.17,0,0
TXN003036,2970.78,UPI,Expired Card,617,25,2,1,18.33,1754.91,0,1
TXN003037,1326.92,Card,Network Error,1342,16,9,0,10.25,1046.04,0,1
TXN003038,1130.65,Wallet,Bank Decline,236,21,4,1,20.68,406.25,1,0
TXN003039,1628.74,UPI,Expired Card,346,22,4,1,5.34,654.89,0,0
TXN003040,1306.58,Card,Limit Exceeded,170,19,5,0,1.52,1192.43,1,0
TXN003041,537.51,UPI,Bank Decline,122,20,4,0,31.83,3368.3,1,1
TXN003042,756.84,Wallet,Expired Card,77,20,2,1,27.47,2613.41,0,0
TXN003043,6403.79,UPI,Authentication Failed,856,23,4,0,11.18,347.57,1,0
TXN003044,12148.26,UPI,Limit Exceeded,1083,18,3,1,38.24,900.25,0,0
TXN003045,4475.63,Card,Bank Decline,348,22,4,1,4.54,623.46,0,1
TXN003046,1686.48,Card,Expired Card,941,17,8,0,8.24,1463.78,1,1
TXN003047,809.18,Card,Insufficient Funds,594,12,9,0,5.0,1214.17,1,0
TXN003048,534.66,UPI,Network Error,785,22,2,0,1.63,949.04,1,1
TXN003049,567.33,UPI,Authentication Failed,338,17,4,3,19.04,1307.19,1,1
TXN003050,666.51,UPI,Network Error,1109,17,5,0,16.12,1343.0,0,0
TXN003051,7601.1,UPI,Authentication Failed,974,11,2,3,10.58,886.34,0,0
TXN003052,5572.81,Card,Bank Decline,113,26,4,0,35.39,1590.19,1,0
TXN003053,2146.62,UPI,Authentication Failed,88,17,3,0,12.25,2667.37,0,0
TXN003054,461.95,UPI,Network Error,1232,18,3,3,10.77,3033.19,0,0
TXN003055,2449.77,Card,Insufficient Funds,398,23,4,1,20.59,791.56,1,1
TXN003056,884.7,Wallet,Network Error,236,16,3,0,0.69,3175.46,0,1
TXN003057,157.95,Card,Bank Decline,26,20,3,1,5.88,2841.08,0,1
TXN003058,1419.97,UPI,Insufficient Funds,786,12,3,0,32.29,701.9,0,0
TXN003059,514.03,UPI,Limit Exceeded,1353,22,5,0,2.5,2242.9,0,0
TXN003060,529.93,Wallet,Bank Decline,1498,11,3,0,30.77,1098.65,0,0
TXN003061,875.36,UPI,Limit Exceeded,658,16,2,2,18.12,3185.45,0,1
TXN003062,700.3,UPI,Bank Decline,1340,18,7,0,29.08,1106.77,1,1
TXN003063,1063.34,Card,Insufficient Funds,478,20,3,1,1.46,2641.62,0,1
TXN003064,1018.31,Card,Authentication Failed,598,25,6,0,22.0,1498.88,0,1
TXN003065,202.71,Card,Bank Decline,80,21,3,0,27.14,904.08,0,0
TXN003066,4308.09,UPI,Network Error,660,25,3,0,0.46,653.22,0,0
TXN003067,452.58,UPI,Network Error,1466,15,3,0,23.4,634.54,0,1
TXN003068,465.37,Wallet,Network Error,468,14,4,1,12.04,909.28,0,0
TXN003069,815.91,UPI,Authentication Failed,1180,18,6,0,0.23,905.44,0,1
TXN003070,994.76,Card,Expired Card,321,14,4,1,18.74,1516.6,0,0
TXN003071,4076.86,Card,Bank Decline,1280,23,2,2,4.98,1044.57,1,0
TXN003072,1397.56,Card,Authentication Failed,646,29,4,0,60.37,2962.23,0,0
TXN003073,1825.88,UPI,Insufficient Funds,280,17,3,2,68.77,1357.38,0,1
TXN003074,1404.0,UPI,Network Error,488,22,6,2,0.06,1572.02,0,0
