transaction_id,amount,payment_method,failure_reason,customer_age_days,previous_successful_payments,previous_failed_payments,retry_count,time_since_failure_hours,customer_avg_amount,is_subscription,recovered,total_previous_payments,customer_success_rate,customer_failure_rate,amount_deviation,retry_pressure,recovery_probability,recommended_action,priority,expected_recovery,retry_allowed,measured_recovery_amount
TXN003611,1378.74,Card,Bank Decline,1095,18,6,3,6.39,321.81,0,0,24,0.72,0.24,3.2741550757411484,0.4059539918809202,0.3136793490605194,STOP RETRY,LOW,432.48226572370055,False,0.0
TXN003612,253.74,UPI,Network Error,1177,29,7,3,13.11,3852.93,1,0,36,0.7837837837837838,0.1891891891891892,0.9339012384760492,0.2126151665485471,0.5586314168120683,STOP RETRY,LOW,141.74713570189422,False,0.0
TXN003613,1490.24,UPI,Bank Decline,216,19,4,2,2.75,1015.57,1,1,23,0.7916666666666666,0.1666666666666666,0.4669329214908957,0.5333333333333333,0.6718852912205256,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1001.2703363884762,True,1490.24
TXN003614,780.06,Net Banking,Network Error,1078,22,2,3,8.37,984.92,1,1,24,0.88,0.08,0.2077856215514443,0.32017075773746,0.6827607640319922,STOP RETRY,LOW,532.5943615907958,False,780.06
TXN003615,1798.07,UPI,Bank Decline,1217,12,4,2,18.4,258.07,1,0,16,0.7058823529411765,0.2352941176470588,5.944339367738449,0.1030927835051546,0.3737938518643415,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,672.1075112217165,True,0.0
TXN003616,274.84,UPI,Insufficient Funds,1916,25,5,0,33.78,2110.25,0,0,30,0.8064516129032258,0.1612903225806451,0.8693475429248076,0.0,0.5316429291305855,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,146.1167426422501,True,0.0
TXN003617,4016.49,Card,Limit Exceeded,1035,31,4,1,40.34,658.83,1,0,35,0.8611111111111112,0.1111111111111111,5.088674355515814,0.0241896468311562,0.2563101533142495,AVOID RETRY,LOW,1029.46716768515,False,0.0
TXN003618,913.21,Net Banking,Authentication Failed,64,24,2,3,2.01,2953.11,0,0,26,0.8888888888888888,0.074074074074074,0.6905294657274103,0.9966777408637876,0.5120616027453417,STOP RETRY,LOW,467.6197762430736,False,0.0
TXN003619,2353.18,Net Banking,Network Error,1306,18,4,1,29.41,1078.52,0,1,22,0.782608695652174,0.1739130434782608,1.1807655254187044,0.0328839197632357,0.586567388996165,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1380.2986484379956,True,2353.18
TXN003620,2863.72,UPI,Insufficient Funds,504,15,4,2,5.28,553.09,1,0,19,0.75,0.2,4.170134815643667,0.3184713375796178,0.341638901153481,AVOID RETRY,LOW,978.3581540112466,False,0.0
TXN003621,344.66,Card,Expired Card,788,18,7,1,37.21,1552.12,1,0,25,0.6923076923076923,0.2692307692307692,0.7774415370351292,0.0261711593823606,0.2541184577646212,AVOID RETRY,LOW,87.58446765315436,False,0.0
TXN003622,2649.85,UPI,Expired Card,499,21,5,3,9.31,620.51,1,1,26,0.7777777777777778,0.1851851851851851,3.265176746954997,0.2909796314258002,0.2540786481177021,STOP RETRY,LOW,673.270305714693,False,2649.85
TXN003623,263.73,UPI,Bank Decline,936,19,3,4,28.4,542.66,1,0,22,0.8260869565217391,0.1304347826086956,0.513059632858772,0.1360544217687075,0.4980921408330047,STOP RETRY,LOW,131.36184030188832,False,0.0
TXN003624,278.62,Net Banking,Expired Card,551,19,1,4,9.88,1231.17,1,1,20,0.9047619047619048,0.0476190476190476,0.7730670280886566,0.3676470588235294,0.4540291128183226,STOP RETRY,LOW,126.50159141344103,False,278.62
TXN003625,7816.56,UPI,Limit Exceeded,293,17,5,1,29.5,1016.59,0,0,22,0.7391304347826086,0.217391304347826,6.682426124470563,0.0327868852459016,0.221090763747186,AVOID RETRY,LOW,1728.169220275705,False,0.0
TXN003626,3333.75,UPI,Network Error,1158,15,6,0,13.83,1014.62,0,1,21,0.6818181818181818,0.2727272727272727,2.283462318583722,0.0,0.5798022381706036,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1932.9157115012497,True,3333.75
TXN003627,8722.53,UPI,Bank Decline,1273,21,2,3,18.48,2337.73,1,0,23,0.875,0.0833333333333333,2.7300286907851703,0.1540041067761807,0.3894482531956463,STOP RETRY,LOW,3396.9740719466213,False,0.0
TXN003628,757.32,Net Banking,Network Error,796,8,6,1,18.84,1076.04,0,0,14,0.5333333333333333,0.4,0.2959221570229517,0.0504032258064516,0.4005687884648521,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,303.35875488020184,True,0.0
TXN003629,1214.91,Net Banking,Network Error,436,19,2,2,34.75,710.4,1,0,21,0.8636363636363636,0.0909090909090909,0.7091790834973294,0.0559440559440559,0.6303553356085014,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,765.8250007841245,True,0.0
TXN003630,1858.18,Card,Insufficient Funds,675,17,10,2,33.63,1460.3,0,1,27,0.6071428571428571,0.3571428571428571,0.2722781085334976,0.0577533930118394,0.2382171844284902,AVOID RETRY,LOW,442.650407761332,False,1858.18
TXN003631,1083.34,Net Banking,Expired Card,1259,14,7,1,37.03,430.92,0,1,21,0.6363636363636364,0.3181818181818182,1.5105112057788477,0.0262950302392847,0.2100801144812522,AVOID RETRY,LOW,227.58819122211983,False,1083.34
TXN003632,520.02,UPI,Authentication Failed,665,25,8,0,2.19,2414.96,0,1,33,0.7352941176470589,0.2352941176470588,0.7843424560009272,0.0,0.6910838510737888,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,359.37742423539163,True,520.02
TXN003633,447.61,Card,Network Error,1269,25,2,4,2.91,2349.17,1,1,27,0.8928571428571429,0.0714285714285714,0.8091159362939702,1.0230179028132993,0.6045674634937117,STOP RETRY,LOW,270.6104423344203,False,447.61
TXN003634,1358.13,UPI,Limit Exceeded,93,24,4,1,28.25,1205.53,0,0,28,0.8275862068965517,0.1379310344827586,0.126478413300954,0.0341880341880341,0.5140756782675537,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,698.1816009255128,True,0.0
TXN003635,377.34,UPI,Limit Exceeded,998,23,4,3,43.66,618.66,0,0,27,0.8214285714285714,0.1428571428571428,0.3894393699770842,0.0671742051052396,0.2843365413880301,STOP RETRY,LOW,107.29155052735928,False,0.0
TXN003636,366.92,Card,Authentication Failed,843,23,1,3,46.92,429.57,1,1,24,0.92,0.04,0.1455047959681352,0.0626043405676126,0.3947037647786175,STOP RETRY,LOW,144.82470537257038,False,366.92
TXN003637,1625.5,Wallet,Expired Card,901,21,2,4,47.74,2772.17,0,0,23,0.875,0.0833333333333333,0.4134870923888546,0.0820681165367254,0.097152541494816,STOP RETRY,LOW,157.9214561998235,False,0.0
TXN003638,997.09,UPI,Expired Card,67,13,3,3,17.72,2227.05,0,0,16,0.7647058823529411,0.1764705882352941,0.5520342900742802,0.1602564102564102,0.2853173241413175,STOP RETRY,LOW,284.48705072806627,False,0.0
TXN003639,2799.53,UPI,Bank Decline,789,22,6,0,26.25,568.91,0,1,28,0.7586206896551724,0.2068965517241379,3.9139864189082494,0.0,0.3485258924487853,AVOID RETRY,LOW,975.708691687148,False,2799.53
TXN003640,717.01,UPI,Bank Decline,694,14,3,4,8.91,2229.16,1,1,17,0.7777777777777778,0.1666666666666666,0.6780455213975679,0.4036326942482341,0.5965720622894544,STOP RETRY,LOW,427.74813438216165,False,717.01
TXN003641,613.23,UPI,Bank Decline,251,26,3,0,9.73,568.4,0,1,29,0.8666666666666667,0.1,0.0787319985950123,0.0,0.8148508734935496,RETRY PAYMENT IMMEDIATELY,HIGH,499.6910011524494,True,613.23
TXN003642,1674.97,Wallet,Expired Card,1395,28,1,3,29.15,631.51,0,1,29,0.9333333333333332,0.0333333333333333,1.6497130480150513,0.099502487562189,0.2441072701692976,STOP RETRY,LOW,408.87235431546856,False,1674.97
TXN003643,486.86,Card,Network Error,799,17,2,4,34.45,540.23,0,1,19,0.85,0.1,0.0986087245718086,0.1128349788434414,0.4538571537313436,STOP RETRY,LOW,220.96489386564195,False,486.86
TXN003644,567.86,Card,Insufficient Funds,502,16,7,3,26.83,228.1,0,1,23,0.6666666666666666,0.2916666666666667,1.4830205150589262,0.107797340998922,0.1762924310990303,STOP RETRY,LOW,100.10941992389536,False,567.86
TXN003645,590.84,Net Banking,Authentication Failed,1589,20,7,0,45.33,1627.8,1,1,27,0.7142857142857143,0.25,0.6366404715127701,0.0,0.373229364802998,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,220.51883790020332,True,590.84
TXN003646,889.18,UPI,Authentication Failed,386,14,3,4,15.51,1457.12,1,1,17,0.7777777777777778,0.1666666666666666,0.3895015499410199,0.2422774076317383,0.436610355467961,STOP RETRY,LOW,388.22519587500153,False,889.18
TXN003647,6453.88,Card,Authentication Failed,1559,13,1,0,8.6,973.86,1,0,14,0.8666666666666667,0.0666666666666666,5.621340500174385,0.0,0.5680506776482487,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,3666.130907460479,True,0.0
TXN003648,276.78,Card,Bank Decline,608,19,4,4,20.88,1335.62,0,0,23,0.7916666666666666,0.1666666666666666,0.7921772829974114,0.1828153564899451,0.267453244964844,STOP RETRY,LOW,74.02570914136952,False,0.0
TXN003649,4005.84,Card,Insufficient Funds,1814,20,4,3,46.88,1192.31,1,0,24,0.8,0.16,2.357752805222449,0.06265664160401,0.1511957260132472,STOP RETRY,LOW,605.6658870929065,False,0.0
TXN003650,2293.39,Wallet,Limit Exceeded,264,20,6,4,28.17,1170.29,1,0,26,0.7407407407407407,0.2222222222222222,0.9588573282449264,0.1371271854645183,0.1278774308072916,STOP RETRY,LOW,293.2728210391345,False,0.0
TXN003651,5255.23,Net Banking,Expired Card,631,27,3,0,5.19,781.43,0,0,30,0.8709677419354839,0.0967741935483871,5.717827792901601,0.0,0.2852674600234429,AVOID RETRY,LOW,1499.1461139389976,False,0.0
TXN003652,25252.64,UPI,Limit Exceeded,123,14,3,2,16.38,1266.34,1,0,17,0.7777777777777778,0.1666666666666666,18.926491707039943,0.1150747986191024,0.3460521438272971,AVOID RETRY,LOW,8738.730209298956,False,0.0
TXN003653,4589.16,Net Banking,Bank Decline,890,23,4,4,41.36,1122.92,0,0,27,0.8214285714285714,0.1428571428571428,3.084062922627945,0.0944287063267233,0.1200155061595182,STOP RETRY,LOW,550.7703602470145,False,0.0
TXN003654,2767.41,UPI,Network Error,868,21,2,4,29.6,942.1,1,1,23,0.875,0.0833333333333333,1.93543632700668,0.130718954248366,0.486370925770592,STOP RETRY,LOW,1345.987763686794,False,2767.41
TXN003655,295.16,UPI,Bank Decline,218,18,0,2,40.43,2679.69,1,0,18,0.9473684210526316,0.0,0.8895209815383354,0.0482741974414675,0.6131769021833474,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,180.98529444843683,True,0.0
TXN003656,334.88,UPI,Insufficient Funds,678,19,6,3,5.64,880.11,1,1,25,0.7307692307692307,0.2307692307692307,0.6187990148789595,0.4518072289156626,0.4296197707469469,STOP RETRY,LOW,143.8710688277376,False,334.88
TXN003657,1572.14,UPI,Bank Decline,1738,23,3,1,25.41,535.62,1,0,26,0.8518518518518519,0.1111111111111111,1.93157168946368,0.0378644452858765,0.5610161409182661,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,881.9959157832429,True,0.0
TXN003658,200.72,Card,Authentication Failed,45,16,3,2,34.08,2805.34,0,1,19,0.8,0.15,0.9281198999408484,0.057012542759407,0.3393338576184065,AVOID RETRY,LOW,68.11109190116656,False,200.72
TXN003659,2029.29,Card,Network Error,1428,21,3,3,12.53,2505.46,1,1,24,0.84,0.12,0.1899770991757299,0.2217294900221729,0.7231534779699688,STOP RETRY,LOW,1467.4881213096778,False,2029.29
TXN003660,129.68,Wallet,Network Error,393,19,4,4,34.87,558.96,1,1,23,0.7916666666666666,0.1666666666666666,0.7666261875848275,0.1115137998327293,0.3688029854417064,STOP RETRY,LOW,47.82637115208049,False,129.68
TXN003661,3471.12,Card,Expired Card,773,22,4,3,24.32,835.39,0,0,26,0.8148148148148148,0.1481481481481481,3.151316969356401,0.1184834123222748,0.1338117953977072,STOP RETRY,LOW,464.4767992408894,False,0.0
TXN003662,794.97,Card,Expired Card,1451,23,5,3,36.17,416.05,1,0,28,0.7931034482758621,0.1724137931034483,0.908572113655437,0.0807102502017756,0.1647649235414522,STOP RETRY,LOW,130.9831712677483,False,0.0
TXN003663,1244.63,UPI,Authentication Failed,439,19,4,1,25.12,480.36,1,1,23,0.7916666666666666,0.1666666666666666,1.5877305966428454,0.0382848392036753,0.5093808735417231,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,633.9907166362349,True,1244.63
TXN003664,518.86,UPI,Network Error,203,18,2,4,33.46,2122.42,0,1,20,0.8571428571428571,0.0952380952380952,0.7551779676182762,0.1160766105629715,0.5151740423939085,STOP RETRY,LOW,267.3032036365034,False,518.86
TXN003665,164.26,Card,Authentication Failed,1666,22,6,3,17.12,1781.33,1,0,28,0.7586206896551724,0.2068965517241379,0.9072786745439958,0.1655629139072847,0.4312402339102056,STOP RETRY,LOW,70.83552082209037,False,0.0
TXN003666,3769.49,Card,Network Error,215,17,1,3,42.14,3505.97,1,1,18,0.8947368421052632,0.0526315789473684,0.0751417890657747,0.0695410292072322,0.6046259002098893,STOP RETRY,LOW,2279.131284582176,False,3769.49
TXN003667,4170.13,Net Banking,Insufficient Funds,1083,20,4,3,19.76,2758.3,1,1,24,0.8,0.16,0.5116623781393831,0.1445086705202312,0.2881083083884456,STOP RETRY,LOW,1201.4491000599087,False,4170.13
TXN003668,771.64,UPI,Bank Decline,499,18,5,4,38.82,931.04,0,0,23,0.75,0.2083333333333333,0.171022702888288,0.1004520341536916,0.2861428256614646,STOP RETRY,LOW,220.79924999341253,False,0.0
TXN003669,2125.86,UPI,Expired Card,1433,15,9,2,15.06,2501.02,1,0,24,0.6,0.36,0.1499428461802862,0.12453300124533,0.2974517281608485,AVOID RETRY,LOW,632.3407308280215,False,0.0
TXN003670,741.82,Card,Insufficient Funds,341,23,3,3,23.51,1315.12,0,0,26,0.8518518518518519,0.1111111111111111,0.4355985776372974,0.1223990208078335,0.2571481438820692,STOP RETRY,LOW,190.75763609459665,False,0.0
TXN003671,1463.36,UPI,Bank Decline,1915,22,3,2,21.54,537.48,1,1,25,0.8461538461538461,0.1153846153846153,1.719432476600802,0.0887311446317657,0.5835882443333356,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,853.9996932276299,True,1463.36
TXN003672,2342.89,UPI,Expired Card,829,14,6,1,37.38,3323.28,1,0,20,0.6666666666666666,0.2857142857142857,0.2949179972806142,0.0260552371026576,0.2671654954052622,AVOID RETRY,LOW,625.9393675300347,False,0.0
TXN003673,1910.43,Card,Authentication Failed,1131,19,7,2,33.49,1571.34,0,1,26,0.7037037037037037,0.2592592592592592,0.2156594629660252,0.0579878225572629,0.304890014986289,AVOID RETRY,LOW,582.4710313302561,False,1910.43
TXN003674,4192.15,UPI,Insufficient Funds,564,19,7,4,30.07,236.92,1,0,26,0.7037037037037037,0.2592592592592592,16.624201412239408,0.1287415513356936,0.1180341074090662,STOP RETRY,LOW,494.81668337491686,False,0.0
TXN003675,1842.5,Card,Limit Exceeded,558,21,6,2,24.98,703.05,0,0,27,0.75,0.2142857142857142,1.6184219870747818,0.0769822940723633,0.2849594964034164,AVOID RETRY,LOW,525.0378721232947,False,0.0
TXN003676,1127.87,UPI,Limit Exceeded,151,14,1,3,5.42,1283.3,1,1,15,0.875,0.0625,0.1210231254379818,0.4672897196261682,0.7141018089818246,STOP RETRY,LOW,805.4140072963305,False,1127.87
TXN003677,512.13,UPI,Expired Card,257,18,6,0,13.64,284.43,0,1,24,0.72,0.24,0.797743755036261,0.0,0.4639577222699252,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,237.6066683060968,True,512.13
TXN003678,679.59,UPI,Insufficient Funds,1018,27,4,2,1.36,811.59,0,0,31,0.84375,0.125,0.1624435447150469,0.8474576271186439,0.495540231218248,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,336.7641857336092,True,0.0
TXN003679,2465.26,Net Banking,Bank Decline,1461,20,2,0,28.96,2090.58,0,1,22,0.8695652173913043,0.0869565217391304,0.1791373029002,0.0,0.6475323668202523,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1596.335642627295,True,2465.26
TXN003680,244.25,UPI,Bank Decline,1228,20,5,2,6.53,652.09,0,0,25,0.7692307692307693,0.1923076923076923,0.624477483960863,0.2656042496679947,0.5272642995865608,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,128.78430517401748,True,0.0
TXN003681,3313.66,Net Banking,Insufficient Funds,1960,25,5,1,6.59,1513.56,0,0,30,0.8064516129032258,0.1612903225806451,1.188530002112825,0.1317523056653491,0.3321176526249583,AVOID RETRY,LOW,1100.5249807972195,False,0.0
TXN003682,827.87,UPI,Limit Exceeded,582,17,5,2,30.13,1530.0,1,0,22,0.7391304347826086,0.217391304347826,0.4586087524493795,0.0642467073562479,0.4225343578363622,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,349.8035188219892,True,0.0
TXN003683,483.67,Net Banking,Insufficient Funds,44,14,2,1,33.53,2681.72,1,0,16,0.8235294117647058,0.1176470588235294,0.8193363452018846,0.0289603243556327,0.4406814870957882,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,213.1444148636199,True,0.0
TXN003684,365.5,UPI,Limit Exceeded,243,25,5,1,4.89,500.36,0,0,30,0.8064516129032258,0.1612903225806451,0.2689883516834211,0.1697792869269949,0.5863601483739431,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,214.3146342306762,True,0.0
TXN003685,2152.46,Card,Limit Exceeded,632,21,2,3,23.49,437.98,0,0,23,0.875,0.0833333333333333,3.905599343933664,0.1224989791751735,0.1870554510559055,STOP RETRY,LOW,402.6293761797945,False,0.0
TXN003686,1080.69,Card,Authentication Failed,81,25,4,0,4.83,533.11,1,1,29,0.8333333333333334,0.1333333333333333,1.025219524068076,0.0,0.7153646761065664,RETRY SUBSCRIPTION PAYMENT,HIGH,773.0874518216053,True,1080.69
TXN003687,5370.98,Wallet,Authentication Failed,959,24,0,1,4.27,1249.17,1,0,24,0.96,0.0,3.296999608053304,0.1897533206831119,0.4278030548382605,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,2297.7216514752,True,0.0
TXN003688,310.11,UPI,Bank Decline,1369,17,6,3,30.66,527.94,1,0,23,0.7083333333333334,0.25,0.4118236472945892,0.094756790903348,0.3953119706778227,STOP RETRY,LOW,122.5901952268996,False,0.0
TXN003689,615.13,UPI,Expired Card,86,19,3,3,35.87,1106.68,1,0,22,0.8260869565217391,0.1304347826086956,0.4437653473927488,0.081366965012205,0.300304504662275,STOP RETRY,LOW,184.72630995290524,False,0.0
TXN003690,1000.02,UPI,Network Error,1342,15,2,0,13.14,1603.45,0,1,17,0.8333333333333334,0.1111111111111111,0.376097728193462,0.0,0.8304834535546687,RETRY PAYMENT IMMEDIATELY,HIGH,830.5000632237397,True,1000.02
TXN003691,517.05,Net Banking,Insufficient Funds,1202,18,5,4,20.15,1908.7,0,0,23,0.75,0.2083333333333333,0.7287270251872022,0.1891252955082742,0.1523344864209223,STOP RETRY,LOW,78.7645462039379,False,0.0
TXN003692,1103.36,Card,Limit Exceeded,437,17,6,3,24.78,1833.43,0,0,23,0.7083333333333334,0.25,0.3979819344428515,0.1163692785104732,0.2734690845152136,STOP RETRY,LOW,301.73484909070606,False,0.0
TXN003693,1509.45,Net Banking,Insufficient Funds,561,18,5,4,41.99,1142.38,0,0,23,0.75,0.2083333333333333,0.3210393744861725,0.0930448941614328,0.093986953768837,STOP RETRY,LOW,141.8686073663711,False,0.0
TXN003694,1780.21,UPI,Expired Card,1422,25,2,0,30.76,1901.36,1,1,27,0.8928571428571429,0.0714285714285714,0.0636840555941041,0.0,0.6699234251744575,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1192.604380729821,True,1780.21
TXN003695,4945.17,UPI,Expired Card,1377,28,5,2,41.18,1818.92,1,1,33,0.8235294117647058,0.1470588235294117,1.717795287704954,0.0474158368895211,0.252647435418903,AVOID RETRY,LOW,1249.3845182104965,False,4945.17
TXN003696,297.83,UPI,Network Error,1666,21,4,3,11.61,1855.05,0,0,25,0.8076923076923077,0.1538461538461538,0.8389967942673958,0.2379064234734338,0.6330642537618294,STOP RETRY,LOW,188.54552669788563,False,0.0
TXN003697,1537.27,Wallet,Network Error,386,22,5,2,25.34,1776.65,1,1,27,0.7857142857142857,0.1785714285714285,0.1346609287542542,0.0759301442672741,0.5527863549031689,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,849.7818798019944,True,1537.27
TXN003698,574.25,Card,Limit Exceeded,729,17,2,3,33.01,1819.77,1,1,19,0.85,0.1,0.6840622374050539,0.0882093501911202,0.4126400224290518,STOP RETRY,LOW,236.95853287988305,False,574.25
TXN003699,1685.83,Wallet,Authentication Failed,1483,21,4,0,11.23,773.68,0,1,25,0.8076923076923077,0.1538461538461538,1.1774539164558269,0.0,0.5414753591951171,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,912.8354047919042,True,1685.83
TXN003700,1688.05,UPI,Network Error,1086,12,6,4,8.49,222.09,1,0,18,0.631578947368421,0.3157894736842105,6.57115962167735,0.4214963119072708,0.3632249863577869,STOP RETRY,LOW,613.1419382212622,False,0.0
TXN003701,408.74,Card,Authentication Failed,1596,23,5,2,31.63,988.07,0,1,28,0.7931034482758621,0.1724137931034483,0.5857320513209379,0.0612932883849218,0.3158807640538675,AVOID RETRY,LOW,129.1131034993778,False,408.74
TXN003702,445.34,Card,Authentication Failed,703,26,4,2,8.58,1185.9,0,1,30,0.8387096774193549,0.1290322580645161,0.6239447299688264,0.208768267223382,0.5092021826412476,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,226.7681000174532,True,445.34
TXN003703,1829.22,UPI,Limit Exceeded,1843,20,3,1,31.59,825.78,0,0,23,0.8333333333333334,0.125,1.2136723191175405,0.0306842589751457,0.4542115752602518,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,830.8528976975578,True,0.0
TXN003704,1122.6,Net Banking,Bank Decline,903,18,5,3,12.33,999.5,0,1,23,0.75,0.2083333333333333,0.1230384807596201,0.2250562640660165,0.3350318168294481,STOP RETRY,LOW,376.1067175727384,False,1122.6
TXN003705,880.4,Wallet,Authentication Failed,1339,22,8,0,21.13,418.87,1,1,30,0.7096774193548387,0.2580645161290322,1.09922118751042,0.0,0.4657424326548607,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,410.0396377093393,True,880.4
TXN003706,2117.49,Net Banking,Limit Exceeded,546,25,4,3,26.92,722.62,0,0,29,0.8333333333333334,0.1333333333333333,1.927627760426743,0.1074498567335243,0.1732746630887637,STOP RETRY,LOW,366.9073663438263,False,0.0
TXN003707,2279.52,Card,Network Error,710,23,3,4,18.65,578.48,0,1,26,0.8518518518518519,0.1111111111111111,2.935459377372817,0.2035623409669211,0.4180465686370731,STOP RETRY,LOW,952.945514139581,False,2279.52
TXN003708,645.72,UPI,Insufficient Funds,1738,20,3,2,13.64,5283.24,1,0,23,0.8333333333333334,0.125,0.8776134316382298,0.1366120218579234,0.6063369367185304,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,391.5238867778895,True,0.0
TXN003709,467.76,UPI,Network Error,756,14,2,1,44.07,573.61,0,0,16,0.8235294117647058,0.1176470588235294,0.1842119002453838,0.0221877080097625,0.6828862303622826,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,319.42686311426127,True,0.0
TXN003710,310.47,Wallet,Expired Card,1882,13,6,1,45.25,1388.9,0,0,19,0.65,0.3,0.7759047413482985,0.0216216216216216,0.1554896848791463,AVOID RETRY,LOW,48.27488246442857,False,0.0
TXN003711,1133.94,UPI,Network Error,146,23,4,4,9.37,301.97,0,1,27,0.8214285714285714,0.1428571428571428,2.7460474634452257,0.3857280617164899,0.4988534338912319,STOP RETRY,LOW,565.6698628266236,False,1133.94
TXN003712,264.24,Card,Bank Decline,796,16,7,0,42.83,288.46,1,1,23,0.6666666666666666,0.2916666666666667,0.0836730463621915,0.0,0.4636148607696067,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,122.50559080976088,True,264.24
TXN003713,1211.27,Card,Limit Exceeded,298,30,1,0,3.11,1920.47,0,1,31,0.9375,0.03125,0.3690924136208215,0.0,0.8322396979839325,RETRY PAYMENT IMMEDIATELY,HIGH,1008.066978976998,True,1211.27
TXN003714,3702.77,Card,Authentication Failed,1817,17,4,4,2.03,893.0,0,0,21,0.7727272727272727,0.1818181818181818,3.142919463087248,1.32013201320132,0.2382975829192627,STOP RETRY,LOW,882.3611411059586,False,0.0
TXN003715,770.12,Wallet,Expired Card,1958,19,3,2,32.04,634.41,0,0,22,0.8260869565217391,0.1304347826086956,0.2135786342676383,0.0605326876513317,0.2736138036143909,AVOID RETRY,LOW,210.71546243951477,False,0.0
TXN003716,641.49,UPI,Limit Exceeded,747,17,8,2,15.11,3222.96,0,0,25,0.6538461538461539,0.3076923076923077,0.8007140287100337,0.1241464928615766,0.4233582944976726,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,271.580112337312,True,0.0
TXN003717,8085.64,UPI,Limit Exceeded,750,22,5,3,14.33,952.24,1,0,27,0.7857142857142857,0.1785714285714285,7.483320045319123,0.1956947162426614,0.1995637580264695,STOP RETRY,LOW,1613.6007044491437,False,0.0
TXN003718,4962.68,UPI,Authentication Failed,1216,15,2,2,20.61,2383.64,1,0,17,0.8333333333333334,0.1111111111111111,1.081521739130435,0.0925497454881999,0.5573411957231011,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,2765.90600519112,True,0.0
TXN003719,510.51,Card,Network Error,1839,18,5,4,9.03,1999.75,1,0,23,0.75,0.2083333333333333,0.7443408721729352,0.3988035892323031,0.4890344666042455,STOP RETRY,LOW,249.65698554613337,False,0.0
TXN003720,1260.18,UPI,Insufficient Funds,1948,19,6,2,42.33,252.39,1,0,25,0.7307692307692307,0.2307692307692307,3.9772287777733935,0.0461573967228248,0.1753224859960634,AVOID RETRY,LOW,220.9378904025192,False,0.0
TXN003721,1523.37,UPI,Expired Card,169,20,6,2,5.17,1287.15,0,0,26,0.7407407407407407,0.2222222222222222,0.1833792648371694,0.3241491085899514,0.318183132778599,AVOID RETRY,LOW,484.7106389809344,False,0.0
TXN003722,1344.34,Net Banking,Authentication Failed,1940,15,2,4,34.41,1828.99,0,0,17,0.8333333333333334,0.1111111111111111,0.2648375127732938,0.1129624399887037,0.1950540674761687,STOP RETRY,LOW,262.21898507091265,False,0.0
TXN003723,6732.31,Wallet,Bank Decline,1734,14,5,4,13.02,1309.8,0,0,19,0.7,0.25,4.1367943240769,0.2853067047075606,0.11764368521379,STOP RETRY,LOW,792.013758401651,False,0.0
TXN003724,1196.59,UPI,Bank Decline,173,25,5,4,26.93,1373.62,0,0,30,0.8064516129032258,0.1612903225806451,0.1287846823122026,0.1432151808091657,0.3333648004361749,STOP RETRY,LOW,398.9009865539225,False,0.0
TXN003725,1390.24,UPI,Insufficient Funds,251,28,6,4,26.93,983.5,0,0,34,0.8,0.1714285714285714,0.4131437277805993,0.1432151808091657,0.2007636851888912,STOP RETRY,LOW,279.1097056970042,False,0.0
